"name@sourceA","locType@sourceA","address@sourceA","attraction_in@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","url@sourceB","reviewComment@sourceB","activity_type@sourceB","rank@sourceB","max_rank@sourceB","attraction@sourceB","contact_no@sourceB","knownFor@sourceB","address@sourceB","pinCode@sourceB","address@sourceA","locType@sourceA","name@sourceA","activity_type@sourceB","address@sourceB","attraction@sourceB","attraction_in@sourceB","contact_no@sourceB","knownFor@sourceB","max_rank@sourceB","no_of_attractions@sourceB","no_of_reviews@sourceB","pinCode@sourceB","rank@sourceB","reviewComment@sourceB","url@sourceB","Confidence"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5420-Disney_California_Adventure_Park-Anaheim_California.html","LOVED IT!!!  This was our first trip out to Disney in California, and though we loved Disneyland, we had so much fun at California Adventure! The rides were awesome, Cars Land was so cool... read more Reviewed August 6, 2014 Colleen C , Middleton, WI","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","LOVED IT!!!  This was our first trip out to Disney in California, and though we loved Disneyland, we had so much fun at California Adventure! The rides were awesome, Cars Land was so cool... read more Reviewed August 6, 2014 Colleen C , Middleton, WI","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5420-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5430-Disney_California_Adventure_Park-Anaheim_California.html","Thrilling Rides  Well, unlike the main Disneyland park, Disney California Adventure Park has got more in store for the adults. Nice mix of thrilling as well as meek rides and good shows. Tough... read more Reviewed August 4, 2014 ranjeeta b , New Delhi, India","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Thrilling Rides  Well, unlike the main Disneyland park, Disney California Adventure Park has got more in store for the adults. Nice mix of thrilling as well as meek rides and good shows. Tough... read more Reviewed August 4, 2014 ranjeeta b , New Delhi, India","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5430-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1140-Disney_California_Adventure_Park-Anaheim_California.html","Always a great time!  California Adventure is nice on a hot day because most of the lines there are shaded and/or have misters! Reviewed June 20, 2016 Olivia E","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Always a great time!  California Adventure is nice on a hot day because most of the lines there are shaded and/or have misters! Reviewed June 20, 2016 Olivia E","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1140-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5410-Disney_California_Adventure_Park-Anaheim_California.html","Go to cars early, colors show from cove bar  As disney park vets, we know the tricks. For this park, it can be done on a day. Soarin, Aladdin show, coaster and tower are required. Cars is unbelievable and a must do but go... read more Reviewed August 11, 2014 HersheyFamilyTravel , Hershey, PA via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Go to cars early, colors show from cove bar  As disney park vets, we know the tricks. For this park, it can be done on a day. Soarin, Aladdin show, coaster and tower are required. Cars is unbelievable and a must do but go... read more Reviewed August 11, 2014 HersheyFamilyTravel , Hershey, PA via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5410-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5400-Disney_California_Adventure_Park-Anaheim_California.html","Great family fun.  This place has gotten better since it's beginnings. Lots of fun and a different vibe than Disneyland. Great family fun. Reviewed August 16, 2014 triptaker092 , vegas via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Great family fun.  This place has gotten better since it's beginnings. Lots of fun and a different vibe than Disneyland. Great family fun. Reviewed August 16, 2014 triptaker092 , vegas via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5400-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5390-Disney_California_Adventure_Park-Anaheim_California.html","Excellent fun  My wife, her cousin, her cousin's daughter and I visited in July on a Tuesday. We had a lot of fun in the park. Radiator Springs Racers was definitely a major highlight. It is the... read more Reviewed August 20, 2014 angsa , Hong Kong, China","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Excellent fun  My wife, her cousin, her cousin's daughter and I visited in July on a Tuesday. We had a lot of fun in the park. Radiator Springs Racers was definitely a major highlight. It is the... read more Reviewed August 20, 2014 angsa , Hong Kong, China","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5390-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1150-Disney_California_Adventure_Park-Anaheim_California.html","Love the chill vibe  We LOVE most things Disney... including both of the Disney parks in Anaheim. We especially enjoy this particular park, because of its laid-back vibe. The park is designed for... read more Reviewed June 17, 2016 CounselorGina , Seattle, Washington","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Love the chill vibe  We LOVE most things Disney... including both of the Disney parks in Anaheim. We especially enjoy this particular park, because of its laid-back vibe. The park is designed for... read more Reviewed June 17, 2016 CounselorGina , Seattle, Washington","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1150-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5370-Disney_California_Adventure_Park-Anaheim_California.html","Great for all Ages  California Adventure Park is a great place for all ages, the ages in our group was 6-73 and fun was had by all. When we were planning our trip we were debating about going to... read more Reviewed August 28, 2014 cdixon24 , Minneapolis, Minnesota","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Great for all Ages  California Adventure Park is a great place for all ages, the ages in our group was 6-73 and fun was had by all. When we were planning our trip we were debating about going to... read more Reviewed August 28, 2014 cdixon24 , Minneapolis, Minnesota","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5370-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5360-Disney_California_Adventure_Park-Anaheim_California.html","CARS Ride was the best  Great day out at the Disney California Adventure Park, The cars ride was definitely the highlight although you need to get your fast pass as soon as you arrive as the queues were... read more Reviewed September 2, 2014 wendy p , Warrington, United Kingdom","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","CARS Ride was the best  Great day out at the Disney California Adventure Park, The cars ride was definitely the highlight although you need to get your fast pass as soon as you arrive as the queues were... read more Reviewed September 2, 2014 wendy p , Warrington, United Kingdom","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5360-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1160-Disney_California_Adventure_Park-Anaheim_California.html","More Disney fun!  We spent 1 day of our 3 day Disneyland Resort trip at California Adventure. We felt like we could have used another 1/2 day at this park, but overall we did almost everything we... read more Reviewed June 15, 2016 LKelly4788 , Omaha, Nebraska","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","More Disney fun!  We spent 1 day of our 3 day Disneyland Resort trip at California Adventure. We felt like we could have used another 1/2 day at this park, but overall we did almost everything we... read more Reviewed June 15, 2016 LKelly4788 , Omaha, Nebraska","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1160-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5350-Disney_California_Adventure_Park-Anaheim_California.html","My 6 year old niece loved it!  Great park with lots of options for my 6 year old niece! Be sure to watch World of Color and if you want the best views of it then make a reservation for the lunch or dinner... read more Reviewed September 3, 2014 Roberto C , Houston, Texas","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","My 6 year old niece loved it!  Great park with lots of options for my 6 year old niece! Be sure to watch World of Color and if you want the best views of it then make a reservation for the lunch or dinner... read more Reviewed September 3, 2014 Roberto C , Houston, Texas","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5350-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1170-Disney_California_Adventure_Park-Anaheim_California.html","More laid back  Really a much more laid back atmosphere than Disneyland. There are certainly some nice roller coasters to get on but in general the overall layout and atmosphere is more relaxed... read more Reviewed June 14, 2016 daikin , Los Angeles, California via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","More laid back  Really a much more laid back atmosphere than Disneyland. There are certainly some nice roller coasters to get on but in general the overall layout and atmosphere is more relaxed... read more Reviewed June 14, 2016 daikin , Los Angeles, California via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1170-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5330-Disney_California_Adventure_Park-Anaheim_California.html","Fun like last time.  My brother and I (in our early 20s) spent two days popping in and out of the park, enjoying the new rides/exhibits and catching up on the ones we missed last time (2011). The... read more Reviewed September 14, 2014 quinni_224 , Cowra, Australia","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Fun like last time.  My brother and I (in our early 20s) spent two days popping in and out of the park, enjoying the new rides/exhibits and catching up on the ones we missed last time (2011). The... read more Reviewed September 14, 2014 quinni_224 , Cowra, Australia","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5330-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5340-Disney_California_Adventure_Park-Anaheim_California.html","Fun for everyone  We spent one day at CAP as part of our 4 day Disney trip taken in 2006. We had the best time soaring over California, so much so that we did it 3 times. The California Scream... read more Reviewed September 6, 2014 olysupermom , Washington","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Fun for everyone  We spent one day at CAP as part of our 4 day Disney trip taken in 2006. We had the best time soaring over California, so much so that we did it 3 times. The California Scream... read more Reviewed September 6, 2014 olysupermom , Washington","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5340-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5380-Disney_California_Adventure_Park-Anaheim_California.html","This place is amazing.  Awesome memories were made here. I have to say, this was a great experience. The park is not too big, which we appreciated. With the California City Pass, our family enjoyed three... read more Reviewed August 25, 2014 CJDFNS , Calgary via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","This place is amazing.  Awesome memories were made here. I have to say, this was a great experience. The park is not too big, which we appreciated. With the California City Pass, our family enjoyed three... read more Reviewed August 25, 2014 CJDFNS , Calgary via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5380-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5320-Disney_California_Adventure_Park-Anaheim_California.html","small but fun  A fun day out, a 1 day pass is more than enough to accomplish this park. My favourite part is cars land... Route 66 and the cars ride were epic. The white water rafting ride was... read more Reviewed September 16, 2014 SkyVacation","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","small but fun  A fun day out, a 1 day pass is more than enough to accomplish this park. My favourite part is cars land... Route 66 and the cars ride were epic. The white water rafting ride was... read more Reviewed September 16, 2014 SkyVacation","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5320-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1180-Disney_California_Adventure_Park-Anaheim_California.html","amazing park  if you are looking for fun and excitement for the whole family, this is the place, always go there early so the lines won't be as bad. always bring water with you esp for the kids. Reviewed June 12, 2016 Gleanby O , Maricopa, Arizona","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","amazing park  if you are looking for fun and excitement for the whole family, this is the place, always go there early so the lines won't be as bad. always bring water with you esp for the kids. Reviewed June 12, 2016 Gleanby O , Maricopa, Arizona","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or1180-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5310-Disney_California_Adventure_Park-Anaheim_California.html","Worth a Trip  My wife and I are long-time Disney World annual passholders. So, while our 1st trip to Disneyland was fun, it felt mostly familiar. We found California Adventure more engaging... read more Reviewed September 21, 2014 PBCGuy , Palm Beach County","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Worth a Trip  My wife and I are long-time Disney World annual passholders. So, while our 1st trip to Disneyland was fun, it felt mostly familiar. We found California Adventure more engaging... read more Reviewed September 21, 2014 PBCGuy , Palm Beach County","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5310-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5300-Disney_California_Adventure_Park-Anaheim_California.html","Excelletn  The new Cars Land is awesome, but you should get the FastPass as early as you arrive into the park, if not they will run out and you will have to wait an average of 100 minutes to... read more Reviewed September 25, 2014 David R , Mexico City, Mexico via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","Excelletn  The new Cars Land is awesome, but you should get the FastPass as early as you arrive into the park, if not they will run out and you will have to wait an average of 100 minutes to... read more Reviewed September 25, 2014 David R , Mexico City, Mexico via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5300-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5270-Disney_California_Adventure_Park-Anaheim_California.html","A great day at California Adventure  We had a blast at the park over Fall Break. Kids loved the Cars land and Cars ride. Surprised by the crowds but fun anyway. We hit bugs life, monsters inc, the ferris wheel, and... read more Reviewed October 14, 2014 Drkathyj , Gilbert, Arizona","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","A great day at California Adventure  We had a blast at the park over Fall Break. Kids loved the Cars land and Cars ride. Surprised by the crowds but fun anyway. We hit bugs life, monsters inc, the ferris wheel, and... read more Reviewed October 14, 2014 Drkathyj , Gilbert, Arizona","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5270-Disney_California_Adventure_Park-Anaheim_California.html","100"
"disney california adventure park","theme_park","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","Anaheim","3659","10223","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5280-Disney_California_Adventure_Park-Anaheim_California.html","A great place to visit for all ages!  My husband and I visited both parks at Anaheim on a weekday. The parks were magical with so much to do. We had pre-booked our tickets to go to both parks in one day, but we wish... read more Reviewed October 9, 2014 miss_kd86 , Worcester, United Kingdom via mobile","things to do","1","147","Disney California Adventure Park","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","1313 Disneyland Drive , Anaheim , CA 92803-3232","92803-3232","DCA, 1620, South Disneyland Drive, Anaheim Resort District, Anaheim, Orange County, California, 92802, United States of America","theme_park","disney california adventure park","things to do","1313 Disneyland Drive , Anaheim , CA 92803-3232","Disney California Adventure Park","Anaheim","7147814565","Theme Parks , Disney Parks & Activities , Water & Amusement Parks","147","3659","10223","92803-3232","1","A great place to visit for all ages!  My husband and I visited both parks at Anaheim on a weekday. The parks were magical with so much to do. We had pre-booked our tickets to go to both parks in one day, but we wish... read more Reviewed October 9, 2014 miss_kd86 , Worcester, United Kingdom via mobile","https://www.tripadvisor.com/Attraction_Review-g29092-d186690-Reviews-or5280-Disney_California_Adventure_Park-Anaheim_California.html","100"
